Symbol_Code,Group,Industries_Group,Table,En_Symbol,EN_name,Code,Name,Symbol
IRO1INFO0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو اصلي,INFO1,Inf. Services,40505767672724777,خدمات‌انفورماتيك‌,رانفور
IRO1EPRS0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,EPRS1,Parsian Ecommerc,41048299027409941,تجارت الكترونيك  پارسيان,رتاپ
IRR1INFO0101,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو اصلي,INFX1,Inf. Services-R,45097391187425276,ح . خدمات‌انفورماتيك‌,رانفورح
IRR1MAPN0101,N2,خدمات فني و مهندسي,تابلو فرعي,MAPX1,MAPNA-R,49532101082369992,ح. گروه مپنا (سهامي عام),رمپناح
IRR1EPRS0101,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,EPRX1,Parsian Ecommerc-R,49613772749166261,ح.تجارت الكترونيك پارسيان,رتاپح
IRO1MAPN0001,N1,خدمات فني و مهندسي,تابلو فرعي,MAPN1,MAPNA,67126881188552864,گروه مپنا (سهامي عام),رمپنا
IRO1MAGS0001,N2,زراعت و خدمات وابسته,فهرست اوليه,MAGS1,Magsal Agri.,5054819322815158,كشاورزي‌ ودامپروي‌ مگسال‌,زمگسا
IRO1ZPRS0001,N2,زراعت و خدمات وابسته,فهرست اوليه,ZPRS1,Pars Agro.,33420285433308219,ملي كشت و صنعت و دامپروري پارس,زپارس
IRO1KOSR0001,N2,زراعت و خدمات وابسته,فهرست اوليه,KOSR1,Kowsar Agri. Inv.,42599305106713939,سرمايه گذاري كشاورزي كوثر,زكوثر
IRR1MAGS0101,N2,زراعت و خدمات وابسته,فهرست اوليه,MAGX1,Magsal Agri.-R,44723997362573824,ح . كشاورزي‌ ودامپروي‌ مگسال‌,زمگساح
IRR1SBHN0101,N2,سيمان، آهك و گچ,فهرست اوليه,SBHX1,Behbahan Cement-R,2122354233695079,ح . سيمان‌ بهبهان‌,سبهانح
IRO1FSIN0001,N2,شرکتهاي چند رشته اي صنعتي,فهرست اوليه,FSIN1,Investment Sina,2512214120008228,مالي و سرمايه گذاري سينا,سينا
IRR1SSOF0101,N1,سيمان، آهك و گچ,تابلو اصلي,SSOX1,Soufian Cement-R,2819110578357790,ح . سيمان‌ صوفيان‌,سصوفيح
IRR1SKER0101,N1,سيمان، آهك و گچ,تابلو اصلي,SKEX1,Kerman Cement-R,3037464497437282,ح . سيمان‌ كرمان‌,سكرماح
IRR1SSHR0101,N1,سيمان، آهك و گچ,تابلو اصلي,SSHX1,Shargh Cement-R,4351174618872221,ح . سيمان‌ شرق‌,سشرقح
IRO1SKHS0001,N2,سيمان، آهك و گچ,فهرست اوليه,SKHS1,Khash Cement,4470657233334072,سيمان‌خاش‌,سخاش
IRO1SFNO0001,N1,سيمان، آهك و گچ,تابلو فرعي,SFNO1,Siman Fars Noe,4528607775462304,سيمان فارس نو,سفانو
IRO1SDAB0001,N1,سيمان، آهك و گچ,تابلو فرعي,SDAB1,Darab Cement,4563413583000719,سيمان‌ داراب‌,ساراب
IRO1SIMS0001,N2,سيمان، آهك و گچ,فهرست اوليه,SIMS1,Shomal Cement,6757220448540984,سيمان‌ شمال‌,سشمال
IRR1SHGN0101,N1,سيمان، آهك و گچ,تابلو فرعي,SHGX1,Hegmatan Cement-R,7486145189544149,ح . سيمان‌هگمتان‌,سهگمتح
IRO1SEFH0001,N2,سيمان، آهك و گچ,فهرست اوليه,SEFH1,Isfahan Cement,10568944722570445,سيمان‌اصفهان‌,سصفها
IRR1SFAS0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SFAX1,Ahwaz Farsit-R,10716103455591194,ح . فارسيت‌ اهواز,سفاسيتح
IRR1SROD0101,N1,سيمان، آهك و گچ,تابلو اصلي,SROX1,Shahroud Cement-R,11183410572675415,ح . سيمان‌شاهرود,سرودح
IRO1SROD0001,N1,سيمان، آهك و گچ,تابلو اصلي,SROD1,Shahroud Cement,11964419322927535,سيمان‌شاهرود,سرود
IRO1SSOF0001,N1,سيمان، آهك و گچ,تابلو فرعي,SSOF1,Soufian Cement,13227300125161435,سيمان‌ صوفيان‌,سصوفي
IRO1SSNR0001,N2,سيمان، آهك و گچ,فهرست اوليه,SSNR1,Neiriz Cement,14231831499205396,سيمان‌ سفيد ني‌ريز,سنير
IRO1SEIL0001,N2,سيمان، آهك و گچ,فهرست اوليه,SEIL1,Ilam Cement,14617104402836487,سيمان‌ ايلام‌,سيلام
IRR1SURO0101,N1,سيمان، آهك و گچ,تابلو اصلي,SURX1,Oroumiyeh Cem.-R,14983273215576895,ح . سيمان‌اروميه‌,سارومح
IRR1SKHS0101,N2,سيمان، آهك و گچ,فهرست اوليه,SKHX1,Khash Cement-R,15467183288337240,ح . سيمان‌خاش‌,سخاشح
IRO1SKER0001,N1,سيمان، آهك و گچ,تابلو اصلي,SKER1,Kerman Cement,15472396110662150,سيمان‌ كرمان‌,سكرما
IRO1SFKZ0001,N1,سيمان، آهك و گچ,تابلو اصلي,SFKZ1,S*F. & Kh. Cement,15521712617204216,سيمان فارس و خوزستان,سفارس
IRO1SURO0001,N1,سيمان، آهك و گچ,تابلو اصلي,SURO1,Oroumiyeh Cem.,15949743338644220,سيمان‌اروميه‌,ساروم
IRR1SDST0101,N2,سيمان، آهك و گچ,فهرست اوليه,SDSX1,Dashtestan Ce.-R,16566273757667380,ح .صنايع سيمان دشتستان,سدشتح
IRR1SFKZ0101,N1,سيمان، آهك و گچ,تابلو اصلي,SFKX1,F. & Kh. Cement-R,20593887444073437,ح . سيمان فارس و خوزستان,سفارسح
IRO1SFAS0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SFAS1,Ahwaz Farsit,20603404633598318,فارسيت‌ اهواز,سفاسيت
IRR1SIMS0101,N2,سيمان، آهك و گچ,فهرست اوليه,SIMX1,Shomal Cement-R,23458117616920867,ح . سيمان‌ شمال‌,سشمالح
IRO1SKRN0001,N2,سيمان، آهك و گچ,فهرست اوليه,SKRN1,Karoon Cement,23742726069035026,سيمان‌ كارون‌,سكارون
IRR1SKRN0101,N2,سيمان، آهك و گچ,فهرست اوليه,SKRX1,Karoon Cement-R,24544113280557261,ح . سيمان‌ كارون‌,سكارونح
IRO1SAVE0001,N2,سيمان، آهك و گچ,فهرست اوليه,SAVE1,Saveh Cement,25360782993370900,سيمان‌سفيدساوه‌,ساوه
IRO1SSHR0001,N1,سيمان، آهك و گچ,تابلو فرعي,SSHR1,Shargh Cement,26997316501080743,سيمان‌ شرق‌,سشرق
IRO1SDST0001,N2,سيمان، آهك و گچ,فهرست اوليه,SDST1,Dashtestan Ce.,27000326841257664,صنايع سيمان دشتستان,سدشت
IRO1SDOR0001,N2,سيمان، آهك و گچ,فهرست اوليه,SDOR1,Doroud Cement,27218386411183410,سيمان‌ دورود,سدور
IRO1SMRG0001,N2,زراعت و خدمات وابسته,فهرست اوليه,SMRG1,Seamorgh Co.,28450080638096732,سيمرغ,سيمرغ
IRO1AZRT0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,AZRT1,Azarit,28987829009893424,آذريت‌,ساذري
IRO1SHZG0001,N2,سيمان، آهك و گچ,فهرست اوليه,SHZG1,Hormozgan Cem.,29747059672582491,سيمان‌هرمزگان‌,سهرمز
IRO1STEH0001,N1,سيمان، آهك و گچ,تابلو اصلي,STEH1,Tehran Cement,30829203706095076,سيمان‌ تهران‌,ستران
IRR1SHZG0101,N2,سيمان، آهك و گچ,فهرست اوليه,SHZX1,Hormozgan Cem.-R,31159891095753824,ح . سيمان‌هرمزگان‌,سهرمزح
IRO1SBHN0001,N2,سيمان، آهك و گچ,فهرست اوليه,SBHN1,Behbahan Cement,32525655729432562,سيمان‌ بهبهان‌,سبهان
IRO1SMAZ0001,N2,سيمان، آهك و گچ,فهرست اوليه,SMAZ1,Mazandaran Cem.,33808206014018431,سيمان‌مازندران‌,سمازن
IRR1CIDC0101,N2,سيمان، آهك و گچ,فهرست اوليه,CIDX1,Cement INV. Co.-R,34060949638085542,ح . س. توسعه صنايع سيمان,سيدكوح
IRR1SFNO0101,N1,سيمان، آهك و گچ,تابلو فرعي,SFNX1,Siman Fars Noe-R,34774414473029882,ح . سيمان فارس نو,سفانوح
IRO1SADB0001,N2,سيمان، آهك و گچ,فهرست اوليه,SADB1,Ardebil Cement,34890845654517313,سيمان آرتا اردبيل,ساربيل
IRR1AZRT0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,AZRX1,Azarit-R,35608558653140695,ح . آذريت‌,ساذريح
IRO1SSEP0001,N1,سيمان، آهك و گچ,تابلو اصلي,SSEP1,Sepahan Cement,35669480110084448,سيمان‌سپاهان‌,سپاها
IRO1IRNT0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,IRNT1,Iranit,36531083140502478,ايرانيت‌,سايرا
IRR1SMAZ0101,N2,سيمان، آهك و گچ,فهرست اوليه,SMAX1,Mazandaran Cem.-R,36927349282989093,ح . سيمان‌مازندران‌,سمازنح
IRO1CIDC0001,N2,سيمان، آهك و گچ,فهرست اوليه,CIDC1,Cement INV. Co.,37281199178613855,سرمايه گذاري توسعه صنايع سيمان,سيدكو
IRR1STEH0101,N1,سيمان، آهك و گچ,تابلو اصلي,STEX1,Tehran Cement-R,37577414956190228,ح . سيمان‌ تهران‌,سترانح
IRR1FRDO0101,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,FRDX1,Doroud Farsit-R,40750005236994995,ح . كارخانه‌فارسيت‌درود,سفارودح
IRR1SEFH0101,N2,سيمان، آهك و گچ,فهرست اوليه,SEFX1,Isfahan Cement-R,41026060125059078,ح . سيمان‌اصفهان‌,سصفهاح
IRO1SFRS0001,N2,سيمان، آهك و گچ,فهرست اوليه,SFRS1,Fars Cement,41227201752535311,سيمان‌فارس‌,سفار
IRO1SHGN0001,N1,سيمان، آهك و گچ,تابلو فرعي,SHGN1,Hegmatan Cement,41284516796232939,سيمان‌هگمتان‌,سهگمت
IRO1KHOC0001,N1,سيمان، آهك و گچ,تابلو فرعي,KHOC1,Khoozestan CE.,41974758296041288,سيمان خوزستان,سخوز
IRR1SGEN0101,N2,سيمان، آهك و گچ,فهرست اوليه,SGEX1,Qayen Cement-R,44969149970836673,ح . سيمان‌ قائن‌,سقاينح
IRO1SYSM0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,SYSM1,Hamkaran System Co,47749661205825616,همكاران سيستم,سيستم
IRR1KHOC0101,N1,سيمان، آهك و گچ,تابلو فرعي,KHOX1,Khoozestan CE-R,47827701898502941,ح . سيمان خوزستان,سخوزح
IRR1SDOR0101,N2,سيمان، آهك و گچ,فهرست اوليه,SDOX1,Doroud Cement-R,48424973017498692,ح . سيمان‌ دورود,سدورح
IRR1SEIL0101,N2,سيمان، آهك و گچ,فهرست اوليه,SEIX1,Ilam Cement-R,48993230008229282,ح . سيمان‌ ايلام‌,سيلامح
IRR1SSEP0101,N1,سيمان، آهك و گچ,تابلو اصلي,SSEX1,Sepahan Cement-R,49361140703966185,ح . سيمان‌سپاهان‌,سپاهاح
IRR1SBOJ0101,N2,سيمان، آهك و گچ,فهرست اوليه,SBOX1,Bojnourd Cement-R,51223970438582603,ح . سيمان‌ بجنورد,سبجنوح
IRO1SGRB0001,N1,سيمان، آهك و گچ,تابلو فرعي,SGRB1,Gharb Cement.,52220424531578944,سيمان‌غرب‌,سغرب
IRR1SFRS0101,N2,سيمان، آهك و گچ,فهرست اوليه,SFRX1,Fars Cement-R,53932269673520256,ح . سيمان‌فارس‌,سفارح
IRO1SGEN0001,N2,سيمان، آهك و گچ,فهرست اوليه,SGEN1,Qayen Cement,60654872678917533,سيمان‌ قائن‌,سقاين
IRO1PRMT0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PRMT1,Permit,61436127547874135,پرميت,سپرمي
IRO1FRDO0001,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,FRDO1,Doroud Farsit,62422436072345198,كارخانه‌فارسيت‌درود,سفارود
IRR1SADB0101,N2,سيمان، آهك و گچ,فهرست اوليه,SADX1,Ardebil Cement-R,62781722479769997,ح . سيمان آرتا اردبيل,ساربيلح
IRR1SKAZ0101,N1,سيمان، آهك و گچ,تابلو فرعي,SKAX1,Khazar Cement-R,63310105340116493,ح . سيمان‌ خزر,سخزرح
IRO1SKOR0001,N1,سيمان، آهك و گچ,تابلو فرعي,SKOR1,Kordesta Ce. Co.,65321970913593427,سيمان كردستان,سكرد
IRO1SBOJ0001,N2,سيمان، آهك و گچ,فهرست اوليه,SBOJ1,Bojnourd Cement,66295665969375744,سيمان‌ بجنورد,سبجنو
IRO1SKAZ0001,N1,سيمان، آهك و گچ,تابلو فرعي,SKAZ1,Khazar Cement,67327029014085707,سيمان‌ خزر,سخزر
IRR1SKOR0101,N1,سيمان، آهك و گچ,تابلو فرعي,SKOX1,Kordestan Cem.-R,67682387713029178,ح . سيمان كردستان,سكردح
IRR1SDAB0101,N1,سيمان، آهك و گچ,تابلو فرعي,SDAX1,Darab Cement-R,68002468728896305,ح . سيمان‌ داراب‌,سارابح
IRO1GDRS0001,N2,سيمان، آهك و گچ,فهرست اوليه,GDRS1,Ghadir Invest.,69456730984618304,توسعه سرمايه و صنعت غدير,سغدير
IRR1IRNT0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,IRNX1,Iranit-R,69885094622785625,ح . ايرانيت‌,سايراح
IRO1ABIK0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ABIK1,Abiak Cement,70883594945615893,سيمان آبيك,سابيك
IRO1SEPK0001,N2,رايانه و فعاليت‌هاي وابسته به آن,فهرست اوليه,SEPK1,Saman-E-Kish,71856634742001725,پرداخت الكترونيك سامان كيش,سپ
IRO1KAFF0001,N2,محصولات شيميايي,فهرست اوليه,KAFF1,Kaf,180774784936665,كف‌,شكف
IRR1SHSI0101,N2,محصولات شيميايي,فهرست اوليه,SHSX1,Sina Chem. Ind.-R,1860384396424573,ح . صنايع‌شيميايي‌سينا,شسيناح
IRO1SHOY0001,N1,محصولات شيميايي,تابلو فرعي,SHOY1,Behshahr Ind.,3493306453706327,مديريت صنعت شوينده ت.ص.بهشهر,شوينده
IRR1PFRB0101,N2,محصولات شيميايي,فهرست اوليه,PFRX1,Farabi Petr.-R,6393093854932837,ح . پتروشيمي‌فارابي‌,شفاراح
IRR1PNTB0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو فرعي,PNTX1,Tabriz.Oil.RefineR,7632696113249142,ح. پالايش نفت تبريز,شبريزح
IRO1PARK0001,N1,محصولات شيميايي,تابلو اصلي,PARK1,Shazand Petr.,7711282667602555,پتروشيمي شازند,شاراك
IRO1PNES0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,PNES1,S*Isf. Oil Ref.Co.,7745894403636165,پالايش نفت اصفهان,شپنا
IRR1SSIN0101,N1,محصولات شيميايي,تابلو فرعي,SSIX1,Iran Chem. Ind.-R,8992202615765020,ح . س. صنايع‌شيميايي‌ايران‌,شيرانح
IRO1ZNGN0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,ZNGN1,Zangan Equip.,9049928781611298,تجهيزنيروي‌زنگان‌,شزنگ
IRR1BMPS0101,N2,محصولات شيميايي,فهرست اوليه,BMPX1,Pars Int. Mfg.-R,9171279728707865,ح . بين‌ المللي‌محصولات پارس‌,شپارسح
IRR1CRBN0101,N1,محصولات شيميايي,تابلو فرعي,CRBX1,Iran Carbon-R,10157407031358922,ح . كربن‌ ايران‌,شكربنح
IRR1PLAK0101,N2,محصولات شيميايي,فهرست اوليه,PLAX1,Iran Polyacryl-R,10549251453298737,ح . پلي‌اكريل‌,شپليح
IRO1PAKS0001,N1,محصولات شيميايي,تابلو اصلي,PAKS1,Paxan,11622051128546106,پاكسان‌,شپاكسا
IRO1PABD0001,N1,محصولات شيميايي,تابلو فرعي,PABD1,Abadan Petr.,11640540339380126,پتروشيمي‌ آبادان‌,شپترو
IRR1MAVA0101,N2,محصولات شيميايي,فهرست اوليه,MAVX1,Fiber Prod.-R,13279993223440273,ح . مواداوليه‌الياف‌مصنوعي‌,شموادح
IRO1NPRS0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NPRS1,Pars Oil,14073782708315535,نفت‌ پارس‌,شنفت
IRR1AMLH0101,N2,محصولات شيميايي,فهرست اوليه,AMLX1,Iran Amlah-R,14153483684603257,ح . معدني‌ املاح‌  ايران‌,شاملاح
IRO1PESF0001,N2,محصولات شيميايي,فهرست اوليه,PESF1,Isfahan Pertr.,14733297998516697,پتروشيمي‌ اصفهان‌,شصفها
IRO1SLVN0001,N2,محصولات شيميايي,فهرست اوليه,SLVN1,Pars Alvan Dye,14900251521017020,رنگ پارس الوان,شلوان
IRO1AMLH0001,N2,محصولات شيميايي,فهرست اوليه,AMLH1,Iran Amlah,16959429956899455,معدني‌ املاح‌  ايران‌,شاملا
IRR1PSHZ0101,N1,محصولات شيميايي,تابلو اصلي,PSHX1,Shiraz Petr.-R,19717343975708874,ح . پتروشيمي‌شيراز,شيرازح
IRR1NBEH0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NBEX1,Behran Oil-R,20300372560291314,ح . نفت‌ بهران‌,شبهرنح
IRO1PRDZ0001,N1,محصولات شيميايي,تابلو فرعي,PRDZ1,Pardis Petr.,20562694899904339,پتروشيمي پرديس,شپديس
IRO1NBEH0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NBEH1,Behran Oil,22667016906590506,نفت‌ بهران‌,شبهرن
IRR1NPRS0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NPRX1,Pars Oil-R,23142133203996048,ح . نفت‌ پارس‌,شنفتح
IRO1TSAL0001,N2,محصولات شيميايي,فهرست اوليه,TSAL1,Herbicides Prod,26785345607979150,توليد سموم‌ علف‌ كش,شسم
IRO1CRBN0001,N2,محصولات شيميايي,فهرست اوليه,CRBN1,Iran Carbon,27308217070238237,كربن‌ ايران‌,شكربن
IRR1ZNGN0101,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,ZNGX1,Zangan Equip.-R,27441338542049382,ح . تجهيزنيروي‌زنگان‌,شزنگح
IRO1MAVA0001,N2,محصولات شيميايي,فهرست اوليه,MAVA1,Fiber Prod.,29915504190030439,توليدمواداوليه الياف‌مصنوعي‌,شمواد
IRO1NJEY0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,NJEY1,Naft Jey Co.,30007580613586002,شركت نفت جي,شجي
IRO1SHSI0001,N2,محصولات شيميايي,فهرست اوليه,SHSI1,Sina Chem. Ind.,30974710508383145,صنايع‌شيميايي‌سينا,شسينا
IRR1SHRG0101,N2,محصولات شيميايي,فهرست اوليه,SHRX1,Rangin-R,31312374884749268,ح . صنعتي‌ رنگين‌,شرنگيح
IRO1PLAK0001,N2,محصولات شيميايي,فهرست اوليه,PLAK1,Iran Polyacryl,31920617569703557,پلي‌اكريل‌,شپلي
IRR1TOPI0101,N1,محصولات شيميايي,تابلو فرعي,TOPX1,Tolypers-R,32768389062627654,ح . تولي‌پرس‌,شتوليح
IRR1DODE0101,N2,محصولات شيميايي,فهرست اوليه,DODX1,Doode Sanati-R,32775115857585121,ح . دوده‌ صنعتي‌ پارس‌,شدوصح
IRR1SHFS0101,N2,محصولات شيميايي,فهرست اوليه,SHFX1,Fars Chem. Ind.-R,33124462307941707,ح . صنايع‌ شيميايي‌ فارس‌,شفارسح
IRR1NKOL0101,N1,محصولات شيميايي,تابلو فرعي,NKOX1,NiroCholor-R,33505686728824629,ح . نيروكلر,شكلرح
IRO1PNBA0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,PNBA1,B.A Oil Refinie,35366681030756042,پالايش نفت بندرعباس,شبندر
IRO1SSIN0001,N1,محصولات شيميايي,تابلو فرعي,SSIN1,S*Iran Chem. Ind.,35796086458096255,س. صنايع‌شيميايي‌ايران,شيران
IRR1PPAM0101,N2,محصولات شيميايي,فهرست اوليه,PPAX1,Pars Pamchal-R,36597927530072864,ح . پارس‌ پامچال‌,شپمچاح
IRR1VASH0101,N2,محصولات شيميايي,فهرست اوليه,VASX1,Henkel Pakvash-R,36875068201975202,ح . هنكل‌ پاك‌ وش‌,شوشح
IRO1SHFA0001,N2,مواد و محصولات دارويي,فهرست اوليه,SHFA1,ShafaDarou Inv.,36899214178084525,سرمايه گذاري شفادارو,شفا
IRR1PESF0101,N2,محصولات شيميايي,فهرست اوليه,PESX1,Isfahan Pertr.-R,37397450502348400,ح . پتروشيمي‌ اصفهان‌,شصفهاح
IRO1PPAM0001,N2,محصولات شيميايي,فهرست اوليه,PPAM1,Pars Pamchal,38417665293111458,پارس‌ پامچال‌,شپمچا
IRO1PSHZ0001,N1,محصولات شيميايي,تابلو اصلي,PSHZ1,Shiraz Petr.,38568786927478796,پتروشيمي‌شيراز,شيراز
IRO1LEAB0001,N2,محصولات شيميايي,فهرست اوليه,LEAB1,Loabiran,39116664428676213,لعابيران‌,شلعاب
IRO1DODE0001,N2,محصولات شيميايي,فهرست اوليه,DODE1,Doode Sanati,40611478183231802,دوده‌ صنعتي‌ پارس‌,شدوص
IRO1SHFS0001,N2,محصولات شيميايي,فهرست اوليه,SHFS1,Fars Chem. Ind.,43781018754867729,صنايع‌ شيميايي‌ فارس‌,شفارس
IRO1GTSH0001,N2,محصولات شيميايي,فهرست اوليه,GTSH1,Goltash,44153164692325703,گلتاش‌,شگل
IRR1PRDZ0101,N1,محصولات شيميايي,تابلو فرعي,PRDX1,Pardis Petr. -R,45231878301843366,ح. پتروشيمي پرديس,شپديسح
IRR1GTSH0101,N2,محصولات شيميايي,فهرست اوليه,GTSX1,Goltash-R,46167643644457680,ح . گلتاش‌,شگلح
IRO1VASH0001,N2,محصولات شيميايي,فهرست اوليه,VASH1,Henkel Pakvash,46778692022402356,هنكل‌ پاك‌ وش‌,شوش
IRO1PNTB0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو فرعي,PNTB1,Tabriz.Oil.Refine,48753732042176709,پالايش نفت تبريز,شبريز
IRO1SEPP0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,SEPP1,Spahan Naft,49188729526980541,نفت سپاهان,شسپا
IRO1THSH0001,N2,مواد و محصولات دارويي,فهرست اوليه,THSH1,Tehran Chemical,49831372632909204,تهران‌ شيمي‌,شتهران
IRO1PTEH0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,PTEH1,Palayesh Tehran,51617145873056483,پالايش نفت تهران,شتران
IRR1PFAN0101,N1,محصولات شيميايي,تابلو اصلي,PFAX1,Fanavaran Petr.-R,55622199783443721,ح . پتروشيمي فناوران,شفنح
IRO1SHRG0001,N2,محصولات شيميايي,فهرست اوليه,SHRG1,Rangin,55761337960556026,صنعتي‌ رنگين‌,شرنگي
IRR1TSAL0101,N2,محصولات شيميايي,فهرست اوليه,TSAX1,Herbicides Prod-R,56145524393016216,ح . توليد سموم‌ علف‌ كش,شسمح
IRO1BMPS0001,N2,محصولات شيميايي,فهرست اوليه,BMPS1,Pars Int. Mfg.,61102694810476197,بين‌ المللي‌ محصولات‌  پارس‌,شپارس
IRO1NKOL0001,N1,محصولات شيميايي,تابلو فرعي,NKOL1,NiroCholor,62177651435283872,نيروكلر,شكلر
IRR1PARK0101,N1,محصولات شيميايي,تابلو اصلي,PARX1,Shazand Petr.-R,63190039561056038,ح . پتروشيمي شازند,شاراكح
IRR1THSH0101,N2,مواد و محصولات دارويي,فهرست اوليه,THSX1,Tehran Chemical-R,63950064557947536,ح . تهران‌ شيمي‌,شتهرانح
IRO1PFAN0001,N1,محصولات شيميايي,تابلو اصلي,PFAN1,Fanavaran Petr.,65122215875355555,پتروشيمي فناوران,شفن
IRR1LEAB0101,N2,محصولات شيميايي,فهرست اوليه,LEAX1,Loabiran-R,66183408418816482,ح . لعابيران‌,شلعابح
IRO1TOPI0001,N2,محصولات شيميايي,فهرست اوليه,TOPI1,Tolypers,67422066034966650,تولي‌پرس‌,شتولي
IRR1PKHA0101,N1,محصولات شيميايي,تابلو اصلي,PKHX1,Khark Petr.-R,67424359693542598,ح . پتروشيمي‌ خارك‌,شخاركح
IRO1PFRB0001,N2,محصولات شيميايي,فهرست اوليه,PFRB1,Farabi Petr.,67965884006655065,پتروشيمي‌فارابي‌,شفارا
IRR1PABD0101,N1,محصولات شيميايي,تابلو فرعي,PABX1,Abadan Petr.-R,68134183978822839,ح . پتروشيمي‌ آبادان‌,شپتروح
IRR1KAFF0101,N2,محصولات شيميايي,فهرست اوليه,KAFX1,Kaf-R,68215194515227175,ح . كف‌,شكفح
IRR1PAKS0101,N1,محصولات شيميايي,تابلو اصلي,PAKX1,Paxan-R,68629328102697289,ح . پاكسان‌,شپاكساح
IRR1PNES0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,PNEX1,Isf. Oil. Ref.-R,70885929611298658,ح . پالايش نفت اصفهان,شپناح
IRO1PKHA0001,N1,محصولات شيميايي,تابلو اصلي,PKHA1,Khark Petr.,70934270174405743,پتروشيمي‌ خارك‌,شخارك
IRO1KDPS0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KDPS1,P. Animal Feed,2254054929817435,خوراك‌  دام‌ پارس‌,غدام
IRO1DMOR0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,DMOR1,Dasht Morghab,2434703913394836,دشت‌ مرغاب‌,غدشت
IRR1SHPZ0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SHPX1,W. Azar. Pegah-R,2705253775088582,ح . ‌پگاه‌آذربايجان‌غربي‌,غشاذرح
IRO1MRAM0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,MRAM1,Mahram Mfg.,6131290133202745,توليدي‌مهرام‌,غمهرا
IRR1LPAK0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,LPAX1,Pak Dairy-R,6544645716121372,ح . لبنيات‌ پاك‌,غپاكح
IRR1BEPP0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,BEPX1,Behpaak-R,10125150304958552,ح . بهپاك‌,غبهپاكح
IRR1NOSH0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,NOSX1,Noush Maz.-R,10134751929001651,ح . نوش‌مازندران‌,غنوشح
IRR1CHCH0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,CHCX1,Chin Chin-R,13083555452743181,ح . كشت‌ و صنعت‌ چين‌ چين,غچينح
IRR1MINO0101,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو فرعي,MINX1,Pars Minoo-R,13308396407628501,ح . پارس‌ مينو,غپينوح
IRR1SPKH0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SPKX1,Kh. Pegah Dairy-R,15581863918201593,ح . شيرپاستوريزه‌پگاه‌خراسان‌,غشانح
IRO1BENN0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,BENN1,Behnoush Iran,17059960254855208,بهنوش‌ ايران‌,غبهنوش
IRR1SBEH0101,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو اصلي,SBEX1,Behshahr Ind.-R,17080537778426884,ح . صنعتي‌ بهشهر,غبشهرح
IRO1MINO0001,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو فرعي,MINO1,Pars Minoo,18401147983387689,پارس‌ مينو,غپينو
