Symbol_Code,Group,Industries_Group,Table,En_Symbol,EN_name,Code,Name,Symbol
IRR1ROOI0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,ROOX1,Iran Zinc Mines-R,29184718087541648,ح . توسعه‌ معادن‌ روي‌ ايران‌,كرويح
IRR1SGAZ0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SGAX1,Glass and Gas-R,30561102210568623,ح . شيشه‌ و گاز,كگازح
IRO1KHFZ0001,N2,كاشي و سراميك,فهرست اوليه,KHFZ1,Hafez Tile,32257753560585502,كاشي‌ وسراميك‌ حافظ‌,كحافظ
IRO1ALVN0001,N2,كاشي و سراميك,فهرست اوليه,ALVN1,Alvand Tile,32678431934327184,كاشي‌ الوند,كلوند
IRO1GOLG0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,GOLG1,Gol-E-Gohar.,35700344742885862,معدني و صنعتي گل گهر,كگل
IRR1SHMD0101,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,SHMX1,Hamadan Glass-R,35955196754615835,ح . شيشه‌ همدان‌,كهمداح
IRR1TKSM0101,N2,كاشي و سراميك,فهرست اوليه,TKSX1,Takceram-R,36019565007303075,ح . توليدي‌ كاشي‌ تكسرام‌,كترامح
IRO1KBRS0001,N1,فعاليتهاي كمكي به نهادهاي مالي واسط,تابلو اصلي,KBRS1,TSE Brokers,37366608481858080,كارگزاران بورس اوراق بهادار,كبورس
IRO1IRGC0001,N2,سيمان، آهك و گچ,فهرست اوليه,IRGC1,Iran Chalk,37369138117139150,ايران‌ گچ‌,كايگچ
IRO1PKER0001,N1,محصولات شيميايي,تابلو اصلي,PKER1,Kermanshah Petr,38437201078089290,صنايع پتروشيمي كرمانشاه,كرماشا
IRR1BAFG0101,N2,استخراج کانه هاي فلزي,فهرست اوليه,BAFX1,Bafgh Mining-R,40029719755707991,ح . معادن‌ بافق‌,كبافقح
IRR1TSRZ0101,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,TSRX1,Razi P. Glasses-R,41733197666474598,ح . ‌توليدي‌شيشه‌رازي‌,كرازيح
IRR1NILO0101,N2,كاشي و سراميك,فهرست اوليه,NILX1,Nilou Tile-R,42586304445866872,ح . كاشي‌ نيلو,كنيلوح
IRO1BAFG0001,N2,استخراج کانه هاي فلزي,فهرست اوليه,BAFG1,Bafgh Mining,43256212620530446,معادن‌ بافق‌,كبافق
IRR1CHML0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,CHMX1,Chadormalu-R,43356599956782034,ح . معدني‌وصنعتي‌چادرملو,كچادح
IRR1KNRZ0101,N2,استخراج کانه هاي فلزي,فهرست اوليه,KNRX1,Saba Noor-R,43501047082635150,ح توسعه معدني و صنعتي صبانور,كنورح
IRO1KVIR0001,N2,فلزات اساسي,فهرست اوليه,KVIR1,Sepid Farab Kavir,43545527030854340,توليدي فولاد سپيد فراب كوير,كوير
IRR1CHIR0101,N1,كاشي و سراميك,تابلو فرعي,CHIX1,Irana Tile-R,44034797904823034,ح . چيني‌ ايران,كچينيح
IRO1KALA0001,N1,فعاليتهاي كمكي به نهادهاي مالي واسط,تابلو فرعي,KALA1,Commodity Exch.,44549439964296944,بورس كالاي ايران,كالا
IRR1ALVN0101,N2,كاشي و سراميك,فهرست اوليه,ALVX1,Alvand Tile-R,45727447257267582,ح . كاشي‌ الوند,كلوندح
IRR1ABGN0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ABGX1,Abgineh-R,47134988689244518,ح . آبگينه‌,كابگنح
IRO1NSAZ0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NSAZ1,Azar Refract.,49353447565507376,فرآورده‌هاي‌نسوزآذر,كاذر
IRO1MNGZ0001,N2,استخراج کانه هاي فلزي,فهرست اوليه,MNGZ1,Iran Mn. Mines,50341528161302545,معادن‌منگنزايران‌,كمنگنز
IRR1IRGC0101,N2,سيمان، آهك و گچ,فهرست اوليه,IRGX1,Iran Chalk-R,51800153073527165,ح . ايران‌ گچ‌,كايگچح
IRO1CHIR0001,N1,كاشي و سراميك,تابلو فرعي,CHIR1,Irana Tile,55376450081365373,چيني‌ ايران,كچيني
IRR1BHSM0101,N2,كاشي و سراميك,فهرست اوليه,BHSX1,Behceram-R,55500657710269413,ح . توليدي‌گرانيت‌بهسرام‌,كهرامح
IRO1KESF0001,N2,كاشي و سراميك,فهرست اوليه,KESF1,Isfahan Tile,55747512772958281,كاشي‌ اصفهان‌,كاصفا
IRO1ABGN0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ABGN1,Abgineh,56040335629505100,آبگينه‌,كابگن
IRR1KCHI0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,KCHX1,Iran China Clay-R,56572417882819500,ح . صنايع‌خاك‌چيني‌ايران‌,كخاكح
IRR1VARZ0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,VARX1,Varziran-R,56738062726001817,ح . ورزيران‌,كورزح
IRO1TSRZ0001,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,TSRZ1,Razi P. Glasses,57086055330734195,كارخانجات‌توليدي‌شيشه‌رازي‌,كرازي
IRR1KESF0101,N2,كاشي و سراميك,فهرست اوليه,KESX1,Isfahan Tile-R,57576691407491832,ح . كاشي‌ اصفهان‌,كاصفاح
IRO1PSIR0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PSIR1,Iran Glass Wool,57639364758870873,پشم‌شيشه‌ايران‌,كپشير
IRR1KPRS0101,N2,كاشي و سراميك,فهرست اوليه,KPRX1,Pars Tile-R,58024357149774390,ح . كاشي‌ پارس‌,كپارسح
IRO1VARZ0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,VARZ1,Varziran,58097053240000607,ورزيران‌,كورز
IRR1BAMA0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,BAMX1,Bama-R,58330599921175874,ح . باما,كاماح
IRR1KVEH0101,N2,فلزات اساسي,فهرست اوليه,KVEX1,Kaveh Company-R,59525964192678026,ح .فولاد كاوه جنوب كيش,كاوهح
IRO1KVEH0001,N2,فلزات اساسي,فهرست اوليه,KVEH1,Kaveh Company,60350996279289099,فولاد كاوه جنوب كيش,كاوه
IRO1SGAZ0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SGAZ1,Glass and Gas,62346804681275278,شيشه‌ و گاز,كگاز
IRR1GOLG0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,GOLX1,Gol-E-Gohar.-R,62810990108260391,ح . معدني و صنعتي گل گهر,كگلح
IRR1NSPS0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NSPX1,Pars Refract.-R,65836038919989820,ح . فرآورده‌هاي‌ نسوز پارس‌,كفپارسح
IRR1TAMI0101,N2,استخراج ساير معادن,فهرست اوليه,TAMX1,Sand Foundry-R,65916883530316213,ح . تامين‌ ماسه‌ ريخته‌گري‌,كماسهح
IRR1MNGZ0101,N2,استخراج کانه هاي فلزي,فهرست اوليه,MNGX1,Iran Mn. Mines-R,66630516232885208,ح . معادن‌منگنزايران‌,كمنگنزح
IRR1PKER0101,N1,محصولات شيميايي,تابلو اصلي,PKEX1,Kermanshah Petr-R,66733343177003497,ح. صنايع پتروشيمي كرمانشاه,كرماشاح
IRO1SHMD0001,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,SHMD1,Hamadan Glass,67206358287598044,شيشه‌ همدان‌,كهمدا
IRO1TAMI0001,N2,استخراج ساير معادن,فهرست اوليه,TAMI1,Sand Foundry,67690708346979840,تامين‌ ماسه‌ ريخته‌گري‌,كماسه
IRR1SRMA0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,SRMX1,Sarma Afarin-R,244106582239634,ح . سرما آفرين‌,لسرماح
IRR1PELC0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,PELX1,Pars Electric-R,3388451018224720,ح . پارس‌ الكتريك‌,لپارسح
IRO1PELC0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,PELC1,Pars Electric,5187018329202415,پارس‌ الكتريك‌,لپارس
IRR1LKPS0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,LKPX1,Pars Alliance-R,6912445055737597,ح . لوازم‌ خانگي‌ پارس‌,لخانهح
IRR1PYAM0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,PYAX1,Payam Ind.-R,10625146599769364,ح . كارخانجات‌ صنعتي‌ پيام‌,لپيامح
IRR1IRPO0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,IRPX1,Iran Pouya-R,13312547588339850,ح . ايران‌ پويا,لپوياح
IRO1IRPO0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,IRPO1,Iran Pouya,17393119378053108,ايران‌ پويا,لپويا
IRR1AZMA0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,AZMX1,Azmayesh-R,21405564783526739,ح . آزمايش‌,لازماح
IRO1KMOA0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,KMOA1,Iran Tele Fact.,21758758306221606,كارخانجات‌مخابراتي‌ايران‌,لكما
IRO1TBHM0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,TBHM1,Bahman Mfg.,23295417816476597,توليدي‌ بهمن‌,لبهمن
IRR1TBHM0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,TBHX1,Bahman Mfg.-R,25524501289667446,ح . توليدي‌ بهمن‌,لبهمنح
IRO1BOTA0001,N1,ماشين آلات و تجهيزات,تابلو فرعي,BOTA1,Butane Group,30650426998863332,گروه‌صنعتي‌بوتان‌,لبوتان
IRO1SMRI0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,SMRI1,Iran Tele.,36774567041364173,صنايع‌مخابراتي‌راه‌دورايران‌,لمخابر
IRO1PYAM0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,PYAM1,Payam Ind.,38297715702941775,كارخانجات‌ صنعتي‌ پيام‌,لپيام
IRR1ASAL0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,ASAX1,Absal-R,43124071611770324,ح . آبسال‌,لابساح
IRR1LTOS0101,N2,فعاليتهاي كمكي به نهادهاي مالي واسط,فهرست اوليه,LTOX1,Lotos Investment-R,43455612336353491,ح . تامين سرمايه لوتوس پارسيان,لوتوسح
IRO1LKPS0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,LKPS1,Pars Alliance,43685510232615301,لوازم‌ خانگي‌ پارس‌,لخانه
IRR1KMOA0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,KMOX1,Iran Tele Fact.-R,46035314754119963,ح . كارخانجات‌مخابراتي‌ايران‌,لكماح
IRO1SRMA0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,SRMA1,Sarma Afarin,55897939403232751,سرما آفرين‌,لسرما
IRR1SMRI0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,SMRX1,Iran Tele.-R,57462267975967417,ح . ‌مخابراتي‌راه‌دورايران‌,لمخابرح
IRO1LTOS0001,N2,فعاليتهاي كمكي به نهادهاي مالي واسط,فهرست اوليه,LTOS1,Lotos Investment,59142194115401696,تامين سرمايه لوتوس پارسيان,لوتوس
IRO1AZMA0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,AZMA1,Azmayesh,59915902185156694,آزمايش‌,لازما
IRO1ASAL0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,ASAL1,Absal,63363116407864462,آبسال‌,لابسا
IRO1KHAZ0001,N1,ماشين آلات و تجهيزات,تابلو فرعي,KHAZ1,Pars Khazar,65414507129586385,پارس‌ خزر,لخزر
IRO1JJNM0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,JJNM1,Jame Jahan Nema,67093405131120717,توليدي‌ جام‌ جهان‌ نما,لجام
IRR1JJNM0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,JJNX1,Jame Jahan Nema-R,67621826314697621,ح . توليدي‌ جام‌ جهان‌ نما,لجامح
IRR1KHAZ0101,N1,ماشين آلات و تجهيزات,تابلو فرعي,KHAX1,Pars Khazar-R,69377916525018465,ح . پارس‌ خزر,لخزرح
IRR1BOTA0101,N1,ماشين آلات و تجهيزات,تابلو فرعي,BOTX1,Butane Group-R,70528526190252660,ح . گروه‌صنعتي‌بوتان‌,لبوتانح
IRR1BMEL0101,N1,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,تابلو فرعي,BMEX1,Mellat Insur-R,5811747532754081,ح. بيمه ملت,ملتح
IRR1DADE0101,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,DADX1,DPI-R,12639781184165880,ح . داده‌پردازي‌ايران‌,مدارانح
IRR1BVMA0101,N2,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,فهرست اوليه,BVMX1,Bime Ma Co-R,13461179188856487,ح . بيمه  ما,ماح
IRO1BMEL0001,N1,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,تابلو فرعي,BMEL1,Mellat Insur.,13611044044646901,بيمه ملت,ملت
IRO1IAGM0001,N2,رايانه و فعاليت‌هاي وابسته به آن,فهرست اوليه,IAGM1,Iran Argham,23838634016123354,ايران‌ارقام‌,مرقام
IRO1MOBN0001,N2,عرضه برق، گاز، بخاروآب گرم,فهرست اوليه,MOBN1,Mobin Petr.,27922860956133067,مبين انرژي خليج فارس,مبين
IRO1BVMA0001,N2,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,فهرست اوليه,BVMA1,Bime Ma Co.,29860265627578401,بيمه  ما,ما
IRO1DADE0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,DADE1,DPI,65999092673039059,داده‌پردازي‌ايران‌,مداران
IRR1IAGM0101,N2,رايانه و فعاليت‌هاي وابسته به آن,فهرست اوليه,IAGX1,Iran Argham-R,66546619320950880,ح . ايران‌ارقام‌,مرقامح
IRR1MRIN0101,N2,منسوجات,فهرست اوليه,MRIX1,Iranmerinos-R,2855515398698068,ح . ايران‌ مرينوس‌,نمرينوح
IRO1NKLA0001,N1,فعاليتهاي كمكي به نهادهاي مالي واسط,تابلو فرعي,NKLA1,Good Exch.Ins.,10919655792568926,نهادهاي مالي بورس كالاي ايران,نكالا
IRO1NORI0001,N2,محصولات شيميايي,فهرست اوليه,NORI1,NORI Petrochemical,19040514831923530,پتروشيمي نوري,نوري
IRR1PTOS0101,N2,منسوجات,فهرست اوليه,PTOX1,Tous Woolen-R,29112217893232632,ح . پشم‌ بافي‌ توس‌,نتوسح
IRO1MRIN0001,N2,منسوجات,فهرست اوليه,MRIN1,Iranmerinos,30231789123900526,ايران‌ مرينوس‌,نمرينو
IRR1BROJ0101,N2,منسوجات,فهرست اوليه,BROX1,Boroujerd T.-R,55943815270366220,ح . نساجي‌ بروجرد,نبروجح
IRO1BROJ0001,N2,منسوجات,فهرست اوليه,BROJ1,Boroujerd T.,60061422939859083,نساجي‌ بروجرد,نبروج
IRO1NBRS0001,N1,فعاليتهاي كمكي به نهادهاي مالي واسط,تابلو اصلي,NBRS1,TSE financial,60095061789823130,نهادهاي مالي بورس اوراق بهادار,نبورس
IRO1PTOS0001,N2,منسوجات,فهرست اوليه,PTOS1,Tous Woolen,71499289762741257,پشم‌ بافي‌ توس‌,نتوس
IRO1BMLT0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BMLT1,S*Mellat Bank,778253364357513,بانك ملت,وبملت
IRO1TAZB0001,N2,انبوه سازي، املاك و مستغلات,فهرست اوليه,TAZB1,Azarbayjan Inv.,1358190916156744,سرمايه‌گذاري‌توسعه‌آذربايجان‌,وآذر
IRO1SPAH0001,N1,سرمايه گذاريها,تابلو اصلي,SPAH1,Sepah Inv.,2328862017676109,سرمايه‌گذاري‌ سپه‌,وسپه
IRR1TMEL0101,N1,سرمايه گذاريها,تابلو فرعي,TMEX1,Tosee Melli Inv-R,2362491091971813,ح . سرمايه‌گذاري‌توسعه‌ملي‌,وتوسمح
IRO1TOSA0001,N1,سرمايه گذاريها,تابلو اصلي,TOSA1,Iran Ind. Dev.,2944500421562364,گروه س توسعه صنعتي ايران,وتوصا
IRO1LIRZ0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LIRZ1,Iranian Lizing,3149396562827132,ليزينگ ايرانيان,وايران
IRR1SAKH0101,N1,انبوه سازي، املاك و مستغلات,تابلو اصلي,SAKX1,Iran Const. Inv-R,3679885359158219,ح . سرمايه‌ گذاري‌ ساختمان‌,وساختح
IRR1GMEL0101,N2,دباغي، پرداخت چرم و ساخت انواع پاپوش,فهرست اوليه,GMEX1,Melli Ind. Grp.-R,3852548583453231,ح . گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,ومليح
IRR1NAFT0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NAFX1,Oil Ind. Inv.-R,3893110467363738,ح . سرمايه‌گذاري‌ صنعت‌ نفت‌,ونفتح
IRR1SKBV0101,N2,سرمايه گذاريها,فهرست اوليه,SKBX1,Banks Employees-R,5818838554339991,ح.س.ص.بازنشستگي كاركنان بانكها,وسكابح
IRO1MELT0001,N2,سرمايه گذاريها,فهرست اوليه,MELT1,Melat Inv.,6626302649460766,سرمايه‌گذاري‌ملت‌,وملت
IRO1DARO0001,N1,مواد و محصولات دارويي,تابلو اصلي,DARO1,Daroupakhsh,7183333492448248,داروپخش‌ (هلدينگ‌,وپخش
IRO1RENA0001,N1,خودرو و ساخت قطعات,تابلو فرعي,RENA1,Rena Investment,7385624172574740,سرمايه‌گذاري‌ رنا(هلدينگ‌,ورنا
IRO1IKHR0001,N1,سرمايه گذاريها,تابلو اصلي,IKHR1,S*Kharazmy Invest,7395271748414592,سرمايه گذاري خوارزمي,وخارزم
IRR1IDOC0101,N2,سرمايه گذاريها,فهرست اوليه,IDOX1,Iran Motorcycle-R,7619581461589857,ح.سرمايه گذاري اعتبار ايران,واعتبارح
IRR1BANK0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,BANX1,Bank Melli Inv.-R,8279693426955446,ح. سرمايه گذاري گروه توسعه ملي,وبانكح
IRO1BPAS0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,BPAS1,S*Pasargad Bank,9536587154100457,بانك  پاسارگاد,وپاسار
IRR1VSIN0101,N2,بانكها و موسسات اعتباري,فهرست اوليه,VSIX1,Sina Fin. Ins.-R,10814280156273322,ح . بانك سينا,وسيناح
IRO1SKBV0001,N2,سرمايه گذاريها,فهرست اوليه,SKBV1,Banks Employees,11258722998911897,س.ص.بازنشستگي كاركنان بانكها,وسكاب
IRO1VLMT0001,N2,ساير واسطه گريهاي مالي,فهرست اوليه,VLMT1,Mellat Leasing,11403770140000603,واسپاري ملت,ولملت
IRO1BIME0001,N1,سرمايه گذاريها,تابلو فرعي,BIME1,Insurance Inv.,11773403764702778,سرمايه‌ گذاري‌ صنعت‌ بيمه‌,وبيمه
IRO1TSBE0001,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو اصلي,TSBE1,S*Behshahr Inv.,13937270451301973,توسعه‌ صنايع‌ بهشهر(هلدينگ,وبشهر
IRR1GBEH0101,N1,سرمايه گذاريها,تابلو فرعي,GBEX1,Behshahr Group-R,15406006540387078,ح . ‌گروه‌صنايع‌بهشهرايران‌,وصناح
IRR1SDID0101,N2,فلزات اساسي,فهرست اوليه,SDIX1,Sadid Group-R,17153727206566342,ح . گروه‌صنعتي‌سديد(هلدينگ‌,وسديدح
IRO1TMEL0001,N1,سرمايه گذاريها,تابلو فرعي,TMEL1,Tosee Melli Inv,17528249960294496,سرمايه‌گذاري‌توسعه‌ملي‌,وتوسم
IRO1SBAH0001,N1,سرمايه گذاريها,تابلو اصلي,SBAH1,Bahman Inv.,18063426072758458,سرمايه‌گذاري‌بهمن‌,وبهمن
IRR1LSMD0101,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LSMX1,Ind. & M. L.-R,19216138630342675,ح . ليزينگ‌صنعت‌ومعدن‌,ولصنمح
IRR1BPAR0101,N1,بانكها و موسسات اعتباري,تابلو فرعي,BPAX1,Parsian Bank-R,19853987870179776,ح . بانك‌پارسيان‌,وپارسح
IRR1TOSA0101,N1,سرمايه گذاريها,تابلو اصلي,TOSX1,Iran Ind. Dev.-R,20278348345530119,ح. سرمايه‌گذاري توسعه‌صنعتي,وتوصاح
IRO1LZIN0001,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LZIN1,Leasing Iran,20946530370469828,ليزينگ‌ايران‌,وليز
IRO1BPST0001,N2,بانكها و موسسات اعتباري,فهرست اوليه,BPST1,Post Bank,22087269603540841,پست بانك ايران,وپست
IRO1LKGH0001,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LKGH1,Ghadir Kh. L.,23086515493897579,ليزينگ‌خودروغدير,ولغدر
IRR1BALI0101,N2,سرمايه گذاريها,فهرست اوليه,BALX1,Buali Inv.-R,23185568638908069,ح . سرمايه‌گذاري‌بوعلي‌,وبوعليح
IRR1BMLT0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,BMLX1,Mellat Bank - R,25043059770705816,ح . بانك ملت,وبملتح
IRO1NIKI0001,N1,سرمايه گذاريها,تابلو اصلي,NIKI1,Iran N. Inv.,25336820825905643,سرمايه‌گذاري‌ ملي‌ايران‌,ونيكي
IRR1TOKA0101,N1,فلزات اساسي,تابلو اصلي,TOKX1,Tukafoolad Inv.-R,25387056990464790,ح . ‌توكافولاد(هلدينگ‌,وتوكاح
IRO1SAKH0001,N1,انبوه سازي، املاك و مستغلات,تابلو اصلي,SAKH1,Iran Const. Inv,25514780181345713,سرمايه‌ گذاري‌ ساختمان‌ايران‌,وساخت
IRR1BKHZ0101,N2,بانكها و موسسات اعتباري,فهرست اوليه,BKHX1,Bank of M.E.-R,25661711955019337,ح . بانك خاورميانه,وخاورح
IRO1GDIR0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,GDIR1,Ghadir Inv.,26014913469567886,سرمايه‌گذاري‌غدير(هلدينگ‌,وغدير
IRR1NIKI0101,N1,سرمايه گذاريها,تابلو اصلي,NIKX1,Iran N. Inv.-R,26090464295830176,ح . سرمايه‌گذاري‌ ملي‌ايران‌,ونيكيح
IRR1SSAP0101,N2,سرمايه گذاريها,فهرست اوليه,SSAX1,Saipa Inv.-R,26643740599997035,ح . سرمايه‌گذاري‌ سايپا,وساپاح
IRR1IKHR0101,N1,سرمايه گذاريها,تابلو اصلي,IKHX1,Kharazmy Invest-R,27729386420118206,ح.سرمايه گذاري خوارزمي,وخارزمح
IRO1BSDR0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,BSDR1,Saderat Bank,28320293733348826,بانك صادرات ايران,وبصادر
IRO1BALI0001,N1,سرمايه گذاريها,تابلو فرعي,BALI1,Buali Inv.,28328710198554144,سرمايه‌گذاري‌بوعلي‌,وبوعلي
IRO1KARA0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,KARA1,Karafarin Inv.,29244787813932382,سرمايه‌گذاري‌كارآفرين‌(هلدينگ‌,وآردل
IRR1GDIR0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,GDIX1,Ghadir Inv.-R,30756584974640550,ح . سرمايه‌گذاري‌غدير(هلدينگ‌,وغديرح
IRR1PETR0101,N1,محصولات شيميايي,تابلو فرعي,PETX1,Petro. Inv.-R,31435545119454895,ح . سرمايه‌ گذاري‌ پتروشيمي‌,وپتروح
IRO1BPAR0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,BPAR1,Parsian Bank,33293588228706998,بانك‌پارسيان‌,وپارس
IRO1ATDM0001,N1,سرمايه گذاريها,تابلو فرعي,ATDM1,Atye Damavand,33541897671561960,سرمايه‌ گذاري‌ آتيه‌ دماوند,واتي
IRO1NAFT0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NAFT1,Oil Ind. Inv.,33931218652865616,سرمايه‌گذاري‌ صنعت‌ نفت‌,ونفت
IRR1LZIN0101,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LZIX1,Leasing Iran-R,34731841379388186,ح . ليزينگ‌ايران‌,وليزح
IRR1OIMC0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,OIMX1,Omid Inv. Mng.-R,36293785932444419,ح.گروه مديريت سرمايه گذار اميد,واميدح
IRO1SAND0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,SAND1,Pension Fund,37204371816016200,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,وصندوق
IRO1SSAP0001,N2,سرمايه گذاريها,فهرست اوليه,SSAP1,S*Saipa Inv.,37614886280396031,سرمايه‌گذاري‌ سايپا,وساپا
IRR1ALBZ0101,N1,مواد و محصولات دارويي,تابلو اصلي,ALBX1,Alborz Inv.-R,38188825207508209,ح . سرمايه گذاري‌البرز(هلدينگ‌,والبرح
IRR1KARA0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,KARX1,Karafarin Inv.-R,38203540900047502,ح . ‌كارآفرين‌(هلدينگ‌,وآردلح
IRR1SAND0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,SANX1,Pension Fund-R,39419948282087552,ح.سرمايه گذاري صندوق بازنشستگي,وصندوقح
IRO1GMEL0001,N2,دباغي، پرداخت چرم و ساخت انواع پاپوش,فهرست اوليه,GMEL1,Melli Ind. Grp.,41796741644273824,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,وملي
IRR1SNMA0101,N1,سرمايه گذاريها,تابلو اصلي,SNMX1,Ind. & Mine Inv-R,43740308126125261,ح . سرمايه‌ گذاري‌صنعت‌ ومعدن‌,وصنعتح
IRO1VSIN0001,N2,بانكها و موسسات اعتباري,فهرست اوليه,VSIN1,Sina Fin. Ins.,45050389997905274,بانك سينا,وسينا
IRO1RSAP0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,RSAP1,S*Rayan Saipa,45174198424472334,ليزينگ رايان‌ سايپا,ولساپا
IRR1TGOS0101,N1,انبوه سازي، املاك و مستغلات,تابلو فرعي,TGOX1,Toosgostar Inv.-R,46270513972980340,ح . توسعه‌شهري‌توس‌گستر,وتوسح
IRO1GBEH0001,N1,سرمايه گذاريها,تابلو فرعي,GBEH1,Behshahr Group,46982154647719707,گروه‌صنايع‌بهشهرايران‌,وصنا
IRO1TOKA0001,N1,فلزات اساسي,تابلو اصلي,TOKA1,Tukafoolad Inv.,47232550823972469,سرمايه‌گذاري‌توكافولاد(هلدينگ,وتوكا
IRO1NOVN0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,NOVN1,S*EN Bank,47302318535715632,بانك‌اقتصادنوين‌,ونوين
IRO1BKHZ0001,N2,بانكها و موسسات اعتباري,فهرست اوليه,BKHZ1,Bank of M.E.,47333458678352378,بانك خاورميانه,وخاور
IRO1IDOC0001,N2,سرمايه گذاريها,فهرست اوليه,IDOC1,Iran Motorcycle,47841327496247362,سرمايه گذاري اعتبار ايران,واعتبار
IRO1KRAF0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,KRAF1,Karafarin Bank,47996917271187218,بانك‌ كارآفرين‌,وكار
IRO1BANK0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,BANK1,Bank Melli Inv.,48010225447410247,سرمايه گذاري گروه توسعه ملي,وبانك
IRO1LPRS0001,N2,ساير واسطه گريهاي مالي,فهرست اوليه,LPRS1,Parsian leasing,48241092863917835,ليزينگ پارسيان,ولپارس
IRR1TAZB0101,N2,انبوه سازي، املاك و مستغلات,فهرست اوليه,TAZX1,Azarbayjan Inv.-R,48981174642799639,ح . ‌توسعه‌آذربايجان‌,وآذرح
